Variant,ID,OOD,FGSM,Layer,Threshold,Mini,N-extract,N-train,Random seed,AUROC,AUROC-avg-std,FPR95,FPR95-avg-std,Logfile
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.1.norm3,0.4,,15,3,2000,68.12,68.11±0.73,67.14,67.18±0.66,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm1,0.4,,15,1,0,69.37,,63.89,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm1,0.4,,15,2,1000,67.17,,65.04,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm1,0.4,,15,3,2000,67.78,68.11±0.93,64.73,64.55±0.49,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm3,0.4,,15,1,0,69.84,,63.23,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm3,0.4,,15,2,1000,68.66,,65.8,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.2.norm3,0.4,,15,3,2000,70.98,69.83±0.95,62.38,63.80±1.45,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm1,0.4,,15,1,0,68.55,,65.41,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm1,0.4,,15,2,1000,68.02,,65.12,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm1,0.4,,15,3,2000,68.25,68.27±0.22,65.09,65.21±0.14,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm3,0.4,,15,1,0,73.75,,59.54,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm3,0.4,,15,2,1000,73.92,,61.56,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.3.norm3,0.4,,15,3,2000,70.16,72.61±1.73,65.34,62.15±2.40,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm1,0.4,,15,1,0,68.63,,66.06,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm1,0.4,,15,2,1000,67.59,,66.4,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm1,0.4,,15,3,2000,66.27,67.50±0.97,68.26,66.91±0.97,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm3,0.4,,15,1,0,67.53,,69.48,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm3,0.4,,15,2,1000,69.27,,66.46,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.4.norm3,0.4,,15,3,2000,68.07,68.29±0.73,67.6,67.85±1.25,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm1,0.4,,15,1,0,68.05,,65.77,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm1,0.4,,15,2,1000,67.96,,67.12,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm1,0.4,,15,3,2000,67.69,67.90±0.15,65.63,66.17±0.67,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm3,0.4,,15,1,0,69.09,,61.62,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm3,0.4,,15,2,1000,68.6,,63.47,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.decoder.layers.5.norm3,0.4,,15,3,2000,67.56,68.42±0.64,64.27,63.12±1.11,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout1,0.4,,15,1,0,85.55,,42.41,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout1,0.4,,15,2,1000,86.8,,39.86,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout1,0.4,,15,3,2000,86.96,86.44±0.63,38.9,40.39±1.48,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout2,0.4,,15,1,0,79.29,,52.97,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout2,0.4,,15,2,1000,78.03,,52.98,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout2,0.4,,15,3,2000,77.73,78.35±0.68,54.47,53.47±0.70,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout3,0.4,,15,1,0,80.78,,60.81,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout3,0.4,,15,2,1000,77.47,,66.89,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.dropout3,0.4,,15,3,2000,65.46,74.57±6.58,79.45,69.05±7.76,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear1,0.4,,15,1,0,82.82,,50.4,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear1,0.4,,15,2,1000,86.86,,38.64,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear1,0.4,,15,3,2000,86.41,85.36±1.81,40.36,43.13±5.19,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear2,0.4,,15,1,0,81.75,,57.99,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear2,0.4,,15,2,1000,67.0,,78.85,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.linear2,0.4,,15,3,2000,83.86,77.54±7.50,54.7,63.85±10.69,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm1,0.4,,15,1,0,81.63,,45.65,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm1,0.4,,15,2,1000,80.0,,48.73,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm1,0.4,,15,3,2000,78.83,80.15±1.15,50.66,48.35±2.06,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm2,0.4,,15,1,0,83.76,,43.82,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm2,0.4,,15,2,1000,78.0,,52.78,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.norm2,0.4,,15,3,2000,81.06,80.94±2.35,48.25,48.28±3.66,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.attention_weights,0.4,,15,1,0,78.62,,48.25,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.attention_weights,0.4,,15,2,1000,79.21,,49.4,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.attention_weights,0.4,,15,3,2000,81.61,79.81±1.29,43.66,47.10±2.48,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.output_proj,0.4,,15,1,0,82.97,,48.24,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.output_proj,0.4,,15,2,1000,83.13,,49.36,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.output_proj,0.4,,15,3,2000,84.17,83.42±0.53,46.66,48.09±1.11,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.sampling_offsets,0.4,,15,1,0,70.66,,58.57,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.sampling_offsets,0.4,,15,2,1000,72.46,,55.66,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.sampling_offsets,0.4,,15,3,2000,70.69,71.27±0.84,58.76,57.66±1.42,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.value_proj,0.4,,15,1,0,85.96,,36.06,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.value_proj,0.4,,15,2,1000,82.08,,43.8,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.0.self_attn.value_proj,0.4,,15,3,2000,85.95,84.66±1.83,35.66,38.51±3.75,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout1,0.4,,15,1,0,74.97,,57.95,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout1,0.4,,15,2,1000,77.49,,55.33,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout1,0.4,,15,3,2000,76.91,76.46±1.08,56.58,56.62±1.07,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout2,0.4,,15,1,0,79.79,,50.2,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout2,0.4,,15,2,1000,79.3,,50.3,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout2,0.4,,15,3,2000,78.52,79.20±0.52,51.88,50.79±0.77,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout3,0.4,,15,1,0,88.05,,41.51,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout3,0.4,,15,2,1000,82.96,,51.8,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.dropout3,0.4,,15,3,2000,83.97,84.99±2.20,47.19,46.83±4.21,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear1,0.4,,15,1,0,78.31,,59.92,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear1,0.4,,15,2,1000,77.61,,59.87,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear1,0.4,,15,3,2000,80.05,78.66±1.03,55.77,58.52±1.94,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear2,0.4,,15,1,0,86.41,,42.89,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear2,0.4,,15,2,1000,85.68,,45.67,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.linear2,0.4,,15,3,2000,81.51,84.53±2.16,55.29,47.95±5.31,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.norm1,0.4,,15,1,0,79.79,,50.72,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.norm1,0.4,,15,2,1000,81.33,,48.94,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.norm1,0.4,,15,3,2000,78.85,79.99±1.02,53.13,50.93±1.72,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.norm2,0.4,,15,1,0,82.74,,46.92,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.norm2,0.4,,15,2,1000,83.36,,44.14,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.norm2,0.4,,15,3,2000,80.98,82.36±1.01,48.21,46.42±1.70,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.attention_weights,0.4,,15,1,0,73.38,,57.92,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.attention_weights,0.4,,15,2,1000,73.41,,58.95,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.attention_weights,0.4,,15,3,2000,77.0,74.60±1.70,54.07,56.98±2.10,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.output_proj,0.4,,15,1,0,75.55,,57.95,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.output_proj,0.4,,15,2,1000,79.58,,52.23,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.output_proj,0.4,,15,3,2000,77.29,77.47±1.65,54.07,54.75±2.38,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.sampling_offsets,0.4,,15,1,0,71.39,,57.5,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.sampling_offsets,0.4,,15,2,1000,72.14,,57.32,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.sampling_offsets,0.4,,15,3,2000,73.18,72.24±0.73,55.29,56.70±1.00,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.value_proj,0.4,,15,1,0,77.95,,53.75,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.value_proj,0.4,,15,2,1000,78.77,,53.24,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.1.self_attn.value_proj,0.4,,15,3,2000,79.69,78.80±0.71,52.1,53.03±0.69,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.2.dropout1,0.4,,15,1,0,79.9,,50.94,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.2.dropout1,0.4,,15,2,1000,80.3,,50.99,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_15_train_2_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.2.dropout1,0.4,,15,3,2000,78.76,79.65±0.65,51.96,51.30±0.47,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_15_train_3_combined_cnn_layer.txt
MS_DETR,VOC,OpenImages,8,backbone.0.body.layer3.0.downsample_transformer.encoder.layers.2.dropout2,0.4,,15,1,0,77.81,,50.56,,eval_trainth04_testth01_VOC-MS_DETR-fgsm-8-0_layer_features_seperate_extract_15_train_1_combined_cnn_layer.txt
